fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type,quality
9.5,0.64,0.293,2.96,0.087,19.5,78.5,0.99937,3.3,0.56,9.84,red,5
8.2,0.224,0.461,0.91,0.056,14.5,73.0,0.99263,3.08,0.38,10.42,white,6
5.6,0.2,0.66,10.2,0.043,78.0,175.0,0.9945,2.98,0.43,10.4,white,7
6.8,0.321,0.296,4.9,0.032,26.5,95.5,0.99259,3.37,0.42,11.48,white,7
6.6,0.203,0.261,1.29,0.051,33.5,171.0,0.99341,3.33,0.44,9.56,white,7
6.0,0.39,0.291,3.78,0.027,24.5,95.5,0.98992,3.24,0.36,12.9,white,8
7.5,0.31,0.41,2.4,0.065,34.0,60.0,0.99492,3.34,0.85,11.4,red,6
7.4,0.263,0.319,10.76,0.054,23.0,109.0,0.99652,3.14,0.36,9.47,white,5
8.7,0.33,0.425,1.05,0.035,10.5,55.5,0.99165,2.94,0.33,10.8,white,4
9.2,0.349,0.457,1.82,0.075,22.0,39.0,0.99486,3.19,0.66,11.75,red,8
9.2,0.413,0.425,1.69,0.073,8.0,17.0,0.99607,3.18,0.75,10.36,red,6
6.6,0.389,0.303,2.12,0.032,39.5,106.0,0.98923,3.24,0.55,13.24,white,7
7.3,0.593,0.104,10.1,0.082,23.5,162.5,0.99785,3.34,0.45,9.02,white,4
9.0,0.335,0.365,0.94,0.039,12.5,59.5,0.99201,2.95,0.29,10.65,white,4
6.4,0.39,0.21,1.2,0.041,35.0,136.0,0.99225,3.15,0.46,10.2,white,5
5.7,0.38,0.21,2.3,0.032,20.0,134.0,0.98942,3.4,0.78,13.78,white,7
8.1,0.246,0.468,5.03,0.049,13.5,115.0,0.99563,3.26,0.63,9.83,white,5
6.3,0.17,0.23,5.7,0.048,44.0,147.0,0.99382,3.08,0.54,10.0,white,5
7.1,0.2,0.31,6.85,0.053,32.0,211.0,0.99587,3.31,0.59,10.4,white,6
8.4,0.226,0.455,3.32,0.04,71.5,184.0,0.9934,2.97,0.41,10.15,white,6
7.1,0.16,0.36,10.7,0.044,20.0,90.0,0.9959,3.16,0.44,10.9,white,7
8.2,0.307,0.429,6.93,0.048,18.0,87.0,0.99624,3.23,0.65,10.57,white,5
7.3,0.649,0.056,1.83,0.1,8.5,22.5,0.9961,3.31,0.58,9.62,red,5
7.3,0.44,0.385,2.72,0.028,5.0,39.5,0.99208,3.17,0.46,11.4,white,3
9.4,0.3,0.32,10.7,0.029,14.0,111.0,0.9958,2.85,0.42,10.6,white,5
7.3,0.217,0.341,9.25,0.059,47.5,182.0,0.99579,3.17,0.39,10.11,white,6
6.3,0.23,0.315,0.94,0.033,37.5,95.5,0.98959,3.15,0.36,11.35,white,7
7.3,0.437,0.384,2.83,0.028,5.0,39.0,0.99205,3.18,0.46,11.46,white,3
7.4,0.373,0.434,2.6,0.082,19.0,80.5,0.99716,3.33,0.68,9.65,red,6
6.8,0.26,0.443,8.2,0.046,51.5,183.0,0.99585,3.2,0.51,9.37,white,5
13.4,0.27,0.62,2.6,0.082,6.0,21.0,1.0002,3.16,0.67,9.7,red,6
7.0,0.36,0.332,9.72,0.042,36.0,130.5,0.9927,3.05,0.33,11.93,white,8
7.2,0.352,0.357,1.49,0.069,6.5,21.5,0.99336,3.3,0.5,11.64,red,6
9.8,0.25,0.49,2.7,0.088,15.0,33.0,0.9982,3.42,0.9,10.0,red,6
6.8,0.291,0.328,7.87,0.042,18.5,80.0,0.99304,3.28,0.41,11.34,white,3
6.3,0.25,0.262,8.14,0.053,45.5,177.5,0.99528,3.14,0.5,9.58,white,5
6.1,0.298,0.335,2.21,0.04,27.0,118.5,0.99018,3.34,0.37,12.58,white,8
8.9,0.483,0.24,2.84,0.093,34.5,108.5,0.99819,3.11,0.53,9.22,red,5
7.3,0.705,0.0,1.89,0.078,12.5,34.5,0.99751,3.49,0.56,9.4,red,5
7.4,0.331,0.341,4.57,0.025,25.5,97.5,0.99205,3.34,0.56,11.75,white,9
6.9,0.204,0.235,5.34,0.108,28.5,113.0,0.99527,3.04,0.5,9.03,white,6
7.6,0.252,0.321,7.38,0.068,36.0,161.5,0.99442,3.23,0.37,10.94,white,8
7.5,0.327,0.626,11.0,0.04,62.5,183.0,0.99776,3.08,0.46,8.72,white,4
8.0,0.364,0.488,9.0,0.033,40.5,173.5,0.9934,3.14,0.35,12.4,white,8
6.7,0.258,0.393,1.64,0.045,33.5,105.5,0.98991,3.13,0.49,12.67,white,8
8.3,0.33,0.42,1.15,0.033,18.0,96.0,0.9911,3.2,0.32,12.4,white,3
6.4,0.344,0.272,6.99,0.053,57.5,208.5,0.99537,3.16,0.53,9.23,white,4
9.0,0.805,0.181,2.22,0.084,9.5,22.5,0.99779,3.35,0.65,9.88,red,5
6.7,0.194,0.353,2.26,0.051,40.0,198.5,0.99441,3.51,0.52,9.93,white,6
7.0,0.687,0.175,2.08,0.073,10.5,21.5,0.99545,3.34,0.57,10.21,red,5
7.3,0.216,0.26,1.52,0.04,33.0,161.0,0.99203,3.29,0.47,11.11,white,6
7.3,0.532,0.023,1.74,0.071,15.0,35.5,0.9955,3.38,0.5,9.43,red,4
9.7,0.308,0.43,1.55,0.043,14.0,128.5,0.99412,2.94,0.47,10.84,white,5
8.0,0.264,0.472,6.05,0.033,29.5,118.0,0.99335,3.29,0.44,11.76,white,9
6.4,0.326,0.289,6.45,0.046,30.0,226.5,0.99522,3.29,0.53,10.13,white,6
6.3,0.278,0.321,1.51,0.053,15.5,131.5,0.99397,3.28,0.48,9.42,white,6
6.5,0.158,0.353,1.3,0.038,45.0,133.0,0.99117,3.36,0.56,11.5,white,8
7.2,0.556,0.068,2.32,0.079,30.0,51.5,0.9954,3.42,0.59,10.75,red,6
6.2,0.649,0.06,2.69,0.074,10.5,21.0,0.99512,3.54,0.57,10.59,red,4
10.1,0.544,0.321,2.51,0.091,25.5,64.5,0.999,3.19,0.65,10.27,red,6
7.0,0.282,0.398,2.79,0.022,19.5,78.5,0.9901,3.11,0.54,12.46,white,6
6.8,0.355,0.319,2.47,0.048,34.0,105.5,0.99106,3.27,0.45,12.0,white,8
8.3,0.199,0.509,1.25,0.046,31.5,130.0,0.99095,3.18,0.36,12.16,white,6
7.0,0.226,0.326,14.36,0.056,46.0,164.5,0.99869,3.4,0.41,9.72,white,6
6.0,0.321,0.3,1.88,0.033,41.0,141.5,0.98913,3.29,0.42,12.8,white,7
6.0,0.29,0.21,15.55,0.043,20.0,142.0,0.99658,3.11,0.54,10.1,white,6
6.8,0.306,0.338,7.0,0.047,21.5,190.0,0.99521,3.43,0.56,10.86,white,4
7.0,0.22,0.3,1.85,0.04,29.5,106.5,0.99217,3.32,0.57,10.84,white,8
8.8,0.283,0.434,9.69,0.032,32.0,123.0,0.99599,3.21,0.45,10.73,white,9
8.5,0.899,0.029,2.03,0.072,5.0,17.0,0.99643,3.31,0.51,10.32,red,4
6.4,0.295,0.452,10.38,0.041,63.0,180.0,0.99566,3.13,0.51,9.51,white,6
8.5,0.454,0.294,2.76,0.05,7.0,175.5,0.99507,3.12,0.43,9.63,white,4
8.0,0.27,0.463,2.17,0.038,30.0,136.5,0.99149,3.07,0.51,11.98,white,6
6.6,0.218,0.254,17.27,0.049,43.5,139.5,1.00009,3.3,0.37,8.78,white,5
6.5,0.163,0.293,2.09,0.04,33.5,93.0,0.99147,3.31,0.43,11.06,white,6
5.4,0.479,0.051,1.35,0.05,9.5,88.0,0.99237,3.55,0.47,10.46,white,4
6.4,0.525,0.1,1.16,0.041,5.5,51.5,0.99281,3.25,0.33,9.77,white,4
6.3,0.362,0.265,6.2,0.034,22.0,92.5,0.98975,3.03,0.27,13.15,white,8
6.3,0.245,0.21,7.62,0.046,33.0,108.0,0.9942,3.11,0.4,10.35,white,6
7.1,0.239,0.404,1.58,0.062,20.0,62.0,0.99522,3.49,0.63,11.07,red,5
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,red,7
6.3,0.769,0.062,1.66,0.051,18.5,75.5,0.99292,3.53,0.8,12.85,red,8
8.6,0.53,0.668,17.85,0.051,43.5,242.5,1.00059,2.99,0.75,9.12,white,5
8.5,0.837,0.219,2.11,0.114,14.5,36.0,0.99796,3.25,0.58,9.2,red,3
6.7,0.12,0.3,5.2,0.048,38.0,113.0,0.99352,3.33,0.44,10.1,white,7
7.1,0.24,0.349,2.48,0.039,52.0,159.5,0.99073,3.24,0.4,12.26,white,8
7.0,0.852,0.043,4.94,0.081,3.5,14.0,0.99769,3.43,0.54,10.15,red,3
6.1,0.41,0.14,10.4,0.037,18.0,119.0,0.996,3.38,0.45,10.0,white,5
6.3,0.352,0.319,3.16,0.029,40.5,134.5,0.99005,3.28,0.4,12.74,white,7
7.2,0.23,0.38,14.31,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,white,6
9.4,0.411,0.374,2.04,0.073,16.0,39.0,0.9954,3.23,0.64,11.54,red,6
7.8,0.714,0.03,2.53,0.071,9.0,17.5,0.99729,3.38,0.5,10.15,red,4
6.8,0.336,0.476,10.28,0.055,65.0,184.0,0.99739,3.12,0.53,8.81,white,4
5.8,0.363,0.21,2.21,0.036,40.5,118.5,0.98987,3.31,0.42,12.35,white,7
6.4,0.224,0.379,9.51,0.073,56.5,151.5,0.99605,2.85,0.45,9.05,white,5
5.9,0.14,0.2,1.6,0.04,26.0,114.0,0.99105,3.25,0.45,11.4,white,6
6.8,0.316,0.378,1.89,0.026,27.0,97.0,0.98994,3.39,0.53,12.62,white,9
7.2,0.338,0.425,3.6,0.042,32.5,112.0,0.99174,3.4,0.53,12.46,white,8
8.2,0.325,0.417,1.15,0.034,18.0,97.0,0.99111,3.21,0.32,12.34,white,3
7.0,0.325,0.292,1.64,0.035,27.5,114.0,0.99259,3.26,0.51,10.85,white,6
7.0,0.293,0.442,2.87,0.027,39.5,115.0,0.99015,3.34,0.4,12.84,white,9
5.9,0.262,0.234,17.44,0.046,41.0,111.0,0.99884,3.14,0.46,8.93,white,6
7.6,0.436,0.368,0.94,0.036,4.5,101.5,0.99076,3.05,0.39,11.2,white,4
6.6,0.177,0.3,1.81,0.039,54.5,167.0,0.99199,3.15,0.4,10.2,white,5
6.7,0.266,0.336,8.69,0.048,33.0,110.5,0.99435,3.23,0.52,10.95,white,7
7.8,0.278,0.412,1.96,0.044,49.0,149.5,0.99335,3.45,0.49,10.68,white,8
7.5,0.196,0.288,14.08,0.056,49.5,189.0,0.99862,3.06,0.44,8.86,white,8
7.2,0.657,0.005,2.03,0.079,6.5,23.5,0.99801,3.57,0.89,9.79,red,6
8.3,0.307,0.418,7.5,0.029,8.5,101.0,0.99253,3.01,0.39,12.33,white,7
6.5,0.606,0.0,2.79,0.085,5.5,15.0,0.99537,3.57,0.6,11.59,red,4
6.2,0.284,0.27,4.57,0.031,53.0,133.0,0.9904,3.17,0.45,12.51,white,8
6.1,0.203,0.267,6.49,0.048,24.5,96.0,0.99278,3.15,0.41,11.0,white,6
7.4,0.195,0.296,1.73,0.045,36.0,111.0,0.99434,3.51,0.71,10.4,white,7
7.0,0.36,0.324,9.82,0.044,37.0,130.0,0.99323,3.08,0.33,11.8,white,8
6.6,0.283,0.29,7.15,0.058,80.5,197.0,0.99561,3.15,0.54,9.31,white,4
6.7,0.347,0.239,5.87,0.138,40.0,128.5,0.99503,3.11,0.49,9.4,white,5
7.0,0.229,0.339,14.8,0.065,55.5,184.5,0.99814,3.08,0.43,8.86,white,6
6.6,0.28,0.678,2.13,0.053,6.5,141.0,0.99283,3.03,0.58,9.82,white,4
5.9,0.558,0.273,3.35,0.044,56.0,144.0,0.99039,3.36,0.42,12.24,white,6
6.9,0.28,0.309,6.94,0.048,47.5,187.5,0.99367,3.24,0.4,11.33,white,6
6.5,0.239,0.491,6.12,0.032,30.0,123.0,0.99273,3.41,0.42,11.55,white,8
6.7,0.302,0.326,1.1,0.037,21.5,110.5,0.98997,3.21,0.47,12.03,white,5
6.8,0.224,0.459,6.64,0.043,34.5,182.0,0.99457,3.11,0.58,10.36,white,4
6.3,0.382,0.198,6.56,0.065,8.0,107.5,0.99462,3.12,0.39,9.56,white,4
7.3,0.22,0.473,14.19,0.049,55.5,189.5,0.99962,3.26,0.64,8.96,white,6
6.3,0.233,0.49,7.1,0.05,66.5,211.0,0.99511,3.23,0.35,9.49,white,5
5.6,0.26,0.26,5.7,0.031,12.0,80.0,0.9923,3.25,0.38,10.8,white,5
8.6,0.407,0.37,2.31,0.091,29.5,123.0,0.99792,3.19,1.13,9.61,red,5
6.7,0.24,0.36,8.4,0.042,42.0,123.0,0.99473,3.34,0.52,10.9,white,6
7.2,0.332,0.663,8.02,0.052,9.5,102.0,0.99559,3.16,0.51,10.81,white,5
7.0,0.219,0.815,1.18,0.142,60.5,116.5,0.99314,2.98,0.4,9.2,white,6
6.3,0.472,0.202,1.92,0.075,19.5,38.5,0.9949,3.39,0.79,10.45,red,6
6.5,0.598,0.454,1.17,0.032,30.5,83.5,0.98957,3.34,0.41,12.78,white,8
6.4,0.301,0.282,3.57,0.036,18.5,107.5,0.99133,3.34,0.69,12.1,white,6
7.1,0.149,0.328,1.9,0.047,29.0,109.0,0.99274,3.25,0.93,10.74,white,7
6.7,0.183,0.302,6.81,0.041,51.5,122.5,0.99252,3.2,0.66,11.82,white,8
5.7,0.21,0.25,1.1,0.035,26.0,81.0,0.9902,3.31,0.52,11.4,white,6
7.3,0.24,0.34,15.4,0.05,38.0,174.0,0.9983,3.03,0.42,9.0,white,6
7.3,0.219,0.369,14.27,0.063,48.0,190.5,0.99782,2.89,0.38,9.0,white,6
6.6,0.195,0.48,16.37,0.052,43.5,189.0,0.9999,2.96,0.68,8.65,white,6
6.1,0.291,0.271,5.26,0.034,13.5,96.5,0.99057,3.12,0.32,12.02,white,7
6.2,0.243,0.218,7.94,0.052,46.0,154.5,0.99546,3.23,0.51,9.34,white,5
8.9,0.273,0.383,1.96,0.05,15.0,137.0,0.99536,3.1,0.46,9.35,white,4
6.7,0.245,0.352,1.57,0.043,38.0,123.0,0.99307,3.33,0.61,10.12,white,8
7.1,0.272,0.414,4.7,0.042,28.5,118.0,0.99306,3.38,0.6,11.66,white,8
7.3,0.18,0.386,13.87,0.041,49.5,153.5,0.99842,3.26,0.78,9.72,white,6
5.9,0.345,0.333,3.26,0.03,18.0,77.0,0.99043,3.37,0.45,12.04,white,6
9.1,0.547,0.244,2.75,0.079,11.5,96.5,0.99819,3.21,0.55,9.62,red,5
6.5,0.178,0.392,1.83,0.049,39.5,121.5,0.99085,3.1,0.71,11.15,white,7
6.9,0.298,0.346,0.87,0.031,11.0,68.5,0.9899,3.1,0.39,11.96,white,6
7.7,0.336,0.521,12.69,0.049,59.0,134.0,0.99773,2.96,0.45,9.07,white,5
8.2,0.266,0.467,6.98,0.034,29.5,119.5,0.9941,3.27,0.44,11.47,white,9
6.7,0.302,0.526,12.31,0.047,36.5,126.0,0.99733,3.05,0.52,9.0,white,6
6.5,0.37,0.331,9.5,0.051,40.0,216.5,0.99784,3.48,0.61,9.57,white,6
6.2,0.621,0.096,0.88,0.032,10.0,56.0,0.99012,3.14,0.44,11.41,white,4
7.6,0.268,0.317,7.44,0.045,50.5,177.0,0.99546,3.13,0.54,9.84,white,5
5.6,0.295,0.266,2.52,0.028,34.0,114.0,0.98971,3.33,0.63,12.58,white,6
7.2,0.438,0.255,2.41,0.037,24.5,83.0,0.98871,2.95,0.37,13.28,white,8
6.6,0.414,0.312,3.37,0.046,22.5,135.0,0.99041,3.18,0.36,12.0,white,8
6.3,0.27,0.25,5.8,0.038,52.0,155.0,0.995,3.28,0.38,9.4,white,6
7.3,0.42,0.262,6.03,0.047,18.0,103.0,0.99383,3.15,0.51,11.02,white,4
6.1,0.597,0.082,1.8,0.069,15.0,44.0,0.99341,3.39,0.55,11.03,red,5
5.9,0.203,0.313,2.25,0.039,40.5,108.5,0.99096,3.39,0.65,11.74,white,7
7.6,0.2,0.301,14.17,0.056,53.0,212.5,0.99901,3.14,0.46,8.91,white,8
6.0,0.14,0.171,5.62,0.036,37.0,127.0,0.99373,3.05,0.57,9.81,white,6
6.5,0.13,0.27,5.39,0.051,27.0,106.0,0.99479,3.55,0.46,10.32,white,7
7.3,0.258,0.299,9.29,0.05,35.0,153.0,0.99586,3.21,0.5,10.38,white,6
6.8,0.244,0.178,1.38,0.057,13.5,127.0,0.99324,3.1,0.45,9.5,white,5
6.3,0.2,0.24,1.7,0.052,36.0,135.0,0.99374,3.8,0.66,10.8,white,6
7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,white,6
7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1,white,6
6.6,0.334,0.283,3.83,0.052,31.0,122.0,0.99145,3.28,0.48,12.22,white,8
7.5,0.18,0.422,4.97,0.039,64.0,158.5,0.99271,3.01,0.38,10.66,white,6
9.0,0.284,0.344,11.02,0.036,15.5,88.5,0.99608,3.12,0.46,10.78,white,3
9.6,0.5,0.36,2.8,0.116,26.0,55.0,0.99722,3.18,0.68,10.9,red,5
8.2,0.645,0.228,2.53,0.091,14.0,90.0,0.99739,3.23,0.67,9.4,red,5
7.9,0.548,0.138,2.25,0.065,29.5,40.0,0.99431,3.44,0.73,12.54,red,8
6.5,0.583,0.03,1.08,0.047,16.0,108.0,0.99254,3.2,0.37,9.86,white,4
7.8,0.177,0.3,4.35,0.039,35.5,173.0,0.99631,3.45,0.45,9.12,white,4
8.3,0.6,0.25,2.2,0.118,9.0,38.0,0.99616,3.15,0.53,9.8,red,5
6.6,0.299,0.25,8.03,0.036,21.0,124.0,0.99363,3.06,0.38,10.8,white,6
6.6,0.343,0.076,1.33,0.054,26.5,114.0,0.99352,3.23,0.46,9.38,white,5
5.4,0.397,0.228,5.66,0.031,26.0,101.0,0.98983,3.25,0.3,12.82,white,8
7.2,0.381,0.306,3.49,0.034,19.5,87.0,0.99083,3.03,0.63,12.53,white,7
7.5,0.414,0.365,7.1,0.041,28.0,114.0,0.99282,3.19,0.38,12.47,white,7
7.8,0.634,0.212,2.16,0.077,31.0,129.0,0.99569,3.27,0.46,9.9,red,5
7.9,0.69,0.21,2.1,0.08,33.0,141.0,0.9962,3.25,0.51,9.9,red,5
6.8,0.201,0.323,5.43,0.04,41.5,130.5,0.99301,3.1,0.53,10.92,white,6
9.3,0.242,0.526,2.09,0.048,17.5,114.5,0.99582,3.11,0.63,10.27,white,4
8.9,0.28,0.434,9.74,0.034,27.5,120.0,0.9963,3.22,0.47,10.59,white,9
6.8,0.184,0.298,8.81,0.044,32.5,110.0,0.99373,3.11,0.45,10.81,white,7
5.8,0.258,0.297,3.86,0.037,14.0,88.0,0.99028,3.08,0.37,11.72,white,7
7.5,0.194,0.286,14.09,0.057,49.5,187.5,0.99859,3.05,0.44,8.84,white,8
6.3,0.235,0.36,1.08,0.029,29.5,85.0,0.98912,3.24,0.36,12.37,white,6
6.4,0.337,0.325,4.35,0.033,18.5,80.5,0.9915,3.37,0.59,12.1,white,7
5.9,0.26,0.586,1.2,0.103,21.0,125.5,0.99276,3.21,0.45,9.65,white,5
6.7,0.48,0.32,1.41,0.021,22.0,121.0,0.98892,3.15,0.53,12.7,white,7
6.2,0.28,0.28,4.3,0.026,22.0,105.0,0.989,2.98,0.64,13.1,white,8
5.2,0.323,0.34,9.27,0.032,47.5,133.5,0.99277,3.35,0.44,11.64,white,6
6.0,0.32,0.3,1.91,0.033,41.0,142.0,0.98911,3.29,0.42,12.8,white,7
6.5,0.33,0.38,2.5,0.047,30.0,148.0,0.98964,3.17,0.43,12.7,white,6
5.4,0.29,0.167,3.25,0.047,18.5,96.5,0.99383,3.51,0.6,9.94,white,5
6.1,0.284,0.331,2.06,0.029,24.0,112.5,0.99013,3.23,0.49,12.01,white,6
7.0,0.287,0.359,6.26,0.029,34.0,112.5,0.99098,3.03,0.33,12.51,white,8
7.4,0.191,0.325,15.13,0.046,40.0,192.5,0.99882,3.08,0.48,9.2,white,6
6.9,0.4,0.56,11.2,0.043,40.0,142.0,0.9975,3.14,0.46,8.7,white,5
5.4,0.16,0.273,0.77,0.041,18.0,76.0,0.99144,3.25,0.46,9.6,white,6
8.3,0.3,0.36,10.0,0.042,33.0,169.0,0.9982,3.23,0.51,9.3,white,6
7.2,0.236,0.444,8.99,0.048,48.5,154.5,0.99586,3.24,0.56,10.5,white,7
6.9,0.316,0.307,1.69,0.046,42.5,136.5,0.99131,3.0,0.46,10.84,white,6
6.8,0.314,0.382,1.86,0.026,27.5,98.0,0.98995,3.39,0.52,12.63,white,9
7.6,0.42,0.313,2.12,0.034,4.5,71.5,0.99055,3.02,0.38,11.58,white,4
6.4,0.166,0.334,1.04,0.037,35.0,109.0,0.98885,3.28,0.38,13.13,white,8
6.5,0.181,0.339,1.58,0.04,43.5,147.5,0.99117,3.32,0.59,11.53,white,8
6.5,0.279,0.29,3.8,0.034,36.5,94.5,0.99026,3.21,0.61,12.6,white,8
7.8,0.434,0.329,7.43,0.03,21.5,111.0,0.9928,3.21,0.43,12.32,white,7
6.7,0.18,0.279,10.17,0.039,29.0,114.5,0.9946,3.11,0.45,10.9,white,7
8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,red,5
6.0,0.293,0.274,4.56,0.031,52.5,131.5,0.9901,3.16,0.47,12.66,white,8
6.2,0.37,0.241,6.12,0.032,19.0,86.0,0.98933,3.04,0.26,13.4,white,8
5.3,0.495,0.166,7.53,0.037,33.5,158.0,0.99178,3.47,0.51,12.48,white,8
6.3,0.238,0.28,10.61,0.053,55.5,132.0,0.99437,3.21,0.35,10.86,white,6
6.8,0.28,0.4,22.0,0.048,48.0,167.0,1.001,2.93,0.5,8.7,white,5
7.7,0.904,0.023,2.09,0.077,8.0,38.0,0.99625,3.33,0.59,10.28,red,4
6.3,0.22,0.287,11.89,0.041,56.0,137.0,0.995,3.21,0.4,10.73,white,5
6.6,0.216,0.341,2.31,0.03,35.5,91.0,0.99097,3.26,0.55,11.53,white,7
6.4,0.52,0.194,8.04,0.061,11.0,67.5,0.99549,3.36,0.54,11.27,red,4
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,white,6
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,white,8
8.1,0.413,0.174,2.13,0.075,7.5,23.5,0.99732,3.3,0.62,9.25,red,6
5.4,0.248,0.467,3.2,0.03,23.5,104.0,0.99081,3.45,0.41,11.32,white,7
6.5,0.365,0.228,1.24,0.037,29.0,132.0,0.99167,3.05,0.43,10.56,white,6
6.6,0.24,0.35,2.04,0.03,39.5,134.5,0.98987,3.27,0.37,12.54,white,7
6.1,0.142,0.345,1.95,0.037,24.0,83.0,0.98888,3.2,0.33,13.05,white,8
7.6,0.51,0.244,2.64,0.076,18.5,38.5,0.99654,3.46,0.93,11.84,red,6
7.4,0.16,0.3,13.66,0.056,33.0,168.0,0.99824,2.9,0.44,8.71,white,7
6.5,0.218,0.478,7.57,0.054,42.0,153.0,0.99491,3.27,0.52,10.07,white,6
7.8,0.588,0.41,1.97,0.086,18.0,79.5,0.99678,3.22,0.59,9.34,red,5
5.8,0.385,0.261,4.75,0.033,48.0,110.0,0.98961,3.25,0.57,13.14,white,7
7.3,0.593,0.225,2.24,0.236,6.0,17.0,0.99666,3.34,0.59,10.07,red,6
7.1,0.274,0.428,5.05,0.042,28.5,117.0,0.99297,3.39,0.6,11.76,white,8
7.1,0.33,0.64,13.2,0.056,12.0,105.0,0.9972,3.05,0.39,9.2,white,5
7.3,0.28,0.36,12.7,0.04,38.0,140.0,0.998,3.3,0.79,9.6,white,6
6.2,0.265,0.462,6.64,0.041,60.5,230.5,0.99517,3.1,0.4,8.87,white,5
13.1,0.334,0.626,2.64,0.09,12.5,40.0,0.99984,3.03,0.59,10.32,red,5
6.4,0.14,0.28,7.9,0.057,21.0,82.0,0.99425,3.26,0.36,10.0,white,6
6.8,0.422,0.294,9.33,0.041,29.5,182.0,0.99678,3.25,0.61,9.19,white,5
7.2,0.312,0.316,1.6,0.046,25.0,182.5,0.99391,3.34,0.52,10.12,white,4
8.1,0.256,0.466,8.76,0.043,32.5,187.5,0.99793,3.34,0.5,9.9,white,6
7.0,0.693,0.119,10.74,0.041,41.5,181.0,0.99677,3.21,0.49,9.2,white,5
6.7,0.176,0.389,1.91,0.038,26.0,102.0,0.99177,3.22,0.59,11.07,white,7
6.2,0.285,0.298,3.89,0.031,40.5,101.5,0.98992,3.19,0.6,12.77,white,8
6.8,0.377,0.376,2.99,0.071,16.5,42.0,0.99514,3.49,0.81,13.25,red,8
6.7,0.309,0.301,2.39,0.038,30.0,83.5,0.98862,3.09,0.36,12.8,white,7
6.6,0.3,0.24,1.2,0.034,17.0,121.0,0.9933,3.13,0.36,9.2,white,5
7.0,0.683,0.084,3.55,0.065,12.5,24.0,0.99554,3.4,0.53,11.05,red,4
7.0,0.377,0.24,1.24,0.049,8.5,115.5,0.99248,3.0,0.33,10.04,white,4
8.3,0.257,0.457,1.04,0.045,30.0,113.5,0.99247,3.15,0.36,10.75,white,4
7.1,0.27,0.24,12.6,0.044,48.0,118.0,0.99726,3.04,0.56,10.0,white,7
6.4,0.383,0.33,4.14,0.026,36.0,123.5,0.99074,3.29,0.39,12.63,white,7
6.9,0.635,0.082,9.74,0.064,25.5,144.5,0.99726,3.37,0.46,8.91,white,4
6.6,0.19,0.303,6.07,0.028,14.5,92.5,0.99318,3.18,0.51,10.69,white,8
8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.99397,2.98,0.5,10.0,white,5
6.7,0.199,0.306,9.29,0.051,24.0,90.0,0.99596,3.32,0.48,9.58,white,6
6.7,0.292,0.272,4.57,0.048,14.5,98.0,0.99216,3.36,0.61,12.05,white,6
6.4,0.24,0.31,2.8,0.038,41.0,114.0,0.99155,3.37,0.66,11.7,white,7
7.4,0.26,0.31,7.6,0.047,52.0,177.0,0.9962,3.13,0.45,8.9,white,6
5.3,0.478,0.071,2.4,0.053,32.5,92.5,0.99298,3.3,0.44,9.53,white,5
6.1,0.27,0.384,8.06,0.048,65.0,235.0,0.99586,3.14,0.47,8.95,white,5
7.7,0.3,0.42,14.31,0.045,45.0,212.5,0.99911,3.18,0.63,9.2,white,5
6.7,0.146,0.28,14.46,0.049,49.0,134.5,0.99677,3.31,0.4,10.23,white,6
6.1,0.287,0.553,15.86,0.05,25.5,122.5,0.99785,3.1,0.47,9.03,white,6
6.9,0.258,0.466,1.83,0.045,38.0,121.5,0.99037,3.15,0.48,11.98,white,7
7.1,0.385,0.529,1.38,0.155,32.5,130.5,0.9942,3.11,0.53,9.18,white,6
6.4,0.237,0.317,1.03,0.047,59.5,150.0,0.99284,3.44,0.51,10.4,white,3
8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,red,5
6.9,0.594,0.075,5.04,0.066,11.5,20.5,0.9963,3.44,0.6,10.65,red,7
6.4,0.294,0.274,4.33,0.048,32.5,89.0,0.99032,3.22,0.58,12.65,white,8
6.1,0.223,0.359,2.4,0.042,91.0,160.5,0.99084,3.14,0.8,11.48,white,8
5.8,0.345,0.15,10.8,0.033,26.0,120.0,0.99494,3.25,0.49,10.0,white,6
7.4,0.28,0.36,1.1,0.028,42.0,105.0,0.9893,2.99,0.39,12.4,white,7
6.8,0.325,0.248,1.69,0.043,127.0,244.0,0.99411,3.45,0.55,9.89,white,3
5.2,0.48,0.04,1.6,0.054,19.0,106.0,0.9927,3.54,0.62,12.2,red,7
8.3,0.237,0.464,7.54,0.04,46.0,118.5,0.99341,3.05,0.33,11.8,white,7
